'Store','Street','City','State','Zip','Phone','Mo-Open','Mo-Closed','Tu-Open','Tu-Closed','We-Open','We-Closed','Th-Open','Th-Closed','Fr-Open','Fr-Closed','Sa-Open','Sa-Closed','Su-Open','Su-Closed'
'Chipotle','9200 Stony Point Parkway','Richmond','VA',23235,8042726322,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','21:00'
'Chipotle','11440 Midlothian Turnpike','Richmond','VA',23235,8043792791,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','11728 W Broad St','Richmond','VA',23233,8043608033,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','4930 W Broad St','Richmond','VA',23230,8042824081,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','11830 Rockville Pike','Rockville','MD',20852,3018812600,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','865-B Rockville Pike','Rockville','MD',20851,3012795461,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','14925 Shady Grove Rd','Rockville','MD',20850,3018389222,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','1016A South Salisbury Blvd','Salisbury','MD',21801,4105466699,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','557 Ritchie Hwy','Severna Park','MD',21146,4103159501,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','907 Ellsworth Ave','Silver Spring','MD',20910,3016083688,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','12060 Cherry Hill Rd','Silver Spring','MD',20904,3015860430,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','7108 Old Keene Mill Rd','Springfield','VA',22150,7036446982,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','8066 Rolling Rd','Springfield','VA',22153,5714994050,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','21031 Tripleseven Rd','Sterling','VA',20165,7034215079,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','Washington Dulles International','Sterling','VA',20166,7036615018,'06:00','21:00','06:00','21:00','06:00','21:00','06:00','21:00','06:00','21:00','06:00','21:00','06:00','21:00'
'Chipotle','1830 York Rd','Timonium','MD',21093,4103082616,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','801 Goucher Blvd','Towson','MD',21286,4102961742,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','213 Maple Ave E','Vienna','VA',22180,7032551100,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','3250 Crain Highway','Waldorf','MD',20603,3016326959,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','251 W Lee Highway','Warrenton','VA',20186,5403411032,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','1837 M Street NW','Washington','DC',20036,2024664104,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','601 F Street NW','Washington','DC',20005,2023474701,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','1045 5th Street NW','Washington','DC',20001,2026974293,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','1516 Connecticut Ave NW','Washington','DC',20036,2022324141,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','1629 Connecticut Ave NW','Washington','DC',20009,2023878261,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','40 Massachusetts Ave NE','Washington','DC',20013,2027065935,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','3255 M Street NW','Washington','DC',20007,2023338377,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','2600 Connecticut Ave','Washington','DC',20008,2022999111,'11:00','18:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','3113 14th Street NW','Washington','DC',20010,2029392801,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','2338 Wisconsin Ave','Washington','DC',20007,2027067508,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','4301 Wisconsin Ave NW','Washington','DC',20016,2022370602,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','309 East Lancaster Ave','Wayne','PA',19087,4843670057,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','101 Turner Lane','West Chester','PA',19380,6103447042,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','631 Baltimore Blvd','Westminster','MD',21157,4108482143,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','2012 Pleasant Valley Rd','Winchester','VA',22601,5406679534,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','2457 Prince William Parkway','Woodbridge','VA',22192,7034909746,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
'Chipotle','2801 Concord Road','York','PA',17402,7178408414,'11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00','11:00','22:00'
